source,cls,subject,tgt_mean,tgt_std,ring_mean,ring_std,contrast_z,contrast_abs
shifts_ms,ms_lesion,ljubljana_dev_out_0016,172.3358549274715,20.611293198483494,118.64010964925275,33.995396452658404,1.579500441287525,53.69574527821875
shifts_ms,ms_lesion,best_eval_in_0026,840.624600027214,90.4598622523687,649.0448621100634,125.87844994874388,1.521942290147497,191.57973791715062
shifts_ms,ms_lesion,best_eval_in_0025,724.3397276964955,71.68685397659681,587.9799689771726,95.56113417438989,1.4269374099677603,136.35975871932294
shifts_ms,ms_lesion,ljubljana_dev_out_0009,165.15318213770195,21.14858014448912,109.63918035713692,29.777196477180787,1.8643125103733207,55.514001780565025
shifts_ms,ms_lesion,best_train_0030,852.5432171015245,81.5866281495935,624.746101094918,145.8909447744659,1.5614205172044062,227.79711600660653
shifts_ms,ms_lesion,ljubljana_dev_out_0018,138.7868573714605,15.09453996448975,95.9958988942403,30.73380036563168,1.3923093329115983,42.790958477220215
shifts_ms,ms_lesion,best_train_0029,791.5711700011735,75.58422417161535,594.8113965267445,121.43385566951923,1.6203040805160984,196.75977347442904
shifts_ms,ms_lesion,best_eval_in_0032,825.83412838839,97.4932278993222,636.4894057556943,138.36271012081232,1.368466410486624,189.34472263269572
shifts_ms,ms_lesion,ljubljana_dev_out_0014,113.87902818428601,13.615992387520443,73.89683664747908,23.994795172100076,1.6662859417533284,39.98219153680694
shifts_ms,ms_lesion,best_dev_in_0006,872.897186655159,82.623754238769,646.6248451094573,148.15294996598092,1.5272887922270184,226.2723415457017
shifts_ms,ms_lesion,ljubljana_dev_out_0005,151.6875697041851,14.24056603109928,114.48895554621332,25.67979690483264,1.4485555647994972,37.19861415797179
shifts_ms,ms_lesion,ljubljana_dev_out_0011,172.77493359741928,23.172852608761445,118.84405827950584,33.91894022090172,1.5899928882414482,53.93087531791343
shifts_ms,ms_lesion,best_eval_in_0033,865.137899428762,91.55550344467115,666.9623120830693,139.0357295148889,1.4253572560937544,198.17558734569275
shifts_ms,ms_lesion,ljubljana_dev_out_0003,140.47638350318067,17.225757236509544,107.34135535946538,17.03653509892343,1.944939273530442,33.13502814371529
shifts_ms,ms_lesion,ljubljana_dev_out_0017,141.51325028722425,17.50746776505819,99.55421854324491,27.853023707325878,1.50644435155164,41.95903174397934
shifts_ms,ms_lesion,ljubljana_dev_out_0025,170.56416713336043,19.642599779272334,123.86935379018637,24.910292033494745,1.8745188296415274,46.69481334317406
shifts_ms,ms_lesion,ljubljana_dev_out_0006,132.22292100633348,16.162962278780608,93.2451895116761,25.123138534411368,1.551467380948518,38.97773149465738
shifts_ms,ms_lesion,ljubljana_dev_out_0004,171.8514566658948,18.586916271297294,113.52688273226889,42.551065659298864,1.3706959310943618,58.32457393362591
shifts_ms,ms_lesion,best_train_0033,756.9124898326359,103.68618292966475,608.2096385077168,119.62274516962133,1.2430984581649969,148.70285132491904
shifts_ms,ms_lesion,ljubljana_dev_out_0002,114.32845492695652,14.797255912673013,86.88565692328574,20.57426017035663,1.3338412386448333,27.442798003670788
shifts_ms,ms_lesion,best_eval_in_0027,902.0806806002777,93.0087182000589,693.2106866331557,133.9720414850466,1.559056576975269,208.869993967122
shifts_ms,ms_lesion,ljubljana_dev_out_0022,74.90040885470357,10.537243142028576,58.25320340813329,13.990954878648955,1.1898547598148692,16.647205446570283
shifts_ms,ms_lesion,best_eval_in_0029,848.6213733558586,92.05654175086697,656.8344065626974,139.24802347059668,1.3773047590607548,191.78696679316124
shifts_ms,ms_lesion,ljubljana_dev_out_0023,151.86253652200494,17.538264930302656,107.70198479627575,28.724912160401058,1.5373606694347486,44.16055172572919
shifts_ms,ms_lesion,best_train_0026,784.9433210786334,79.94879582245353,574.6984637201773,186.20079161886616,1.1291297657835735,210.2448573584561
shifts_ms,ms_lesion,best_eval_in_0031,817.3536774488333,86.01096498841484,636.5469608105224,127.7309530255743,1.4155278023063214,180.80671663831095
shifts_ms,ms_lesion,best_train_0024,679.595257256251,77.78156775664227,509.66070491529496,143.06729984228087,1.1877944949020458,169.93455234095603
shifts_ms,ms_lesion,ljubljana_dev_out_0008,128.6065652978292,13.939574471527513,86.63025490477779,27.031905382532237,1.55284314021508,41.97631039305142
shifts_ms,ms_lesion,ljubljana_dev_out_0010,108.69302180053079,15.150342438246033,69.79047699585038,19.506495998566006,1.994337825368659,38.9025448046804
shifts_ms,ms_lesion,ljubljana_dev_out_0007,221.42939527425685,22.482080848354673,145.4227188863399,51.14954410329422,1.485969742925863,76.00667638791694
shifts_ms,ms_lesion,best_train_0025,783.3075928680399,75.08544091851543,573.1739284007398,181.46899121783693,1.157959064516399,210.13366446730015
shifts_ms,ms_lesion,ljubljana_dev_out_0001,141.50327998225185,18.68496837010537,99.58282552513202,32.082037938778214,1.3066642845586016,41.92045445711983
shifts_ms,ms_lesion,ljubljana_dev_out_0019,136.61556512873491,19.197958602593754,100.94017214356658,21.790168846694417,1.6372241811864678,35.67539298516833
shifts_ms,ms_lesion,best_eval_in_0028,838.4788778647915,87.15264499670604,652.1208188733689,137.19823159079607,1.3583123883763821,186.35805899142258
shifts_ms,ms_lesion,best_train_0032,724.0440191617153,95.77938759773518,584.8879598922283,114.61835326596655,1.2140818122949297,139.15605926948695
shifts_ms,ms_lesion,ljubljana_dev_out_0012,176.97732021477526,21.92211347534057,137.47839323267314,34.69064718313003,1.138604466932686,39.49892698210212
shifts_ms,ms_lesion,ljubljana_dev_out_0015,182.8019140398094,23.244544084405607,132.8914366442487,35.19611101572286,1.4180679210608436,49.91047739556069
shifts_ms,ms_lesion,best_dev_in_0007,691.1458391348059,78.53866107535488,563.65788471706,91.8764758427544,1.387601688688391,127.48795441774587
msd_hippocampus,hippocampus_anterior,hippocampus_318,513.756897247149,138.53635986760258,666.1377582360822,318.34884576811436,-0.4786600062664198,-152.38086098893314
msd_hippocampus,hippocampus_anterior,hippocampus_038,290.18829588664244,82.83067004681936,344.6325838625531,153.60229245638152,-0.35444970742817195,-54.44428797591064
msd_hippocampus,hippocampus_anterior,hippocampus_386,436.0273285067891,103.90769092743001,586.1231437219597,263.7733800107874,-0.5690332157096328,-150.09581521517055
msd_hippocampus,hippocampus_anterior,hippocampus_077,353.1415421943511,87.86307470309781,428.2882389362529,194.19012659683273,-0.3869748564042218,-75.14669674190185
msd_hippocampus,hippocampus_anterior,hippocampus_033,50.17035040431267,9.914246039931104,66.3380930014091,29.471005730996417,-0.5485982458852298,-16.167742597096435
msd_hippocampus,hippocampus_anterior,hippocampus_370,400.6208079224015,114.73052247944523,509.30071845992865,234.78432216369094,-0.4628925350427073,-108.67991053752712
msd_hippocampus,hippocampus_anterior,hippocampus_353,362.9641846242305,87.85297906470639,468.87935274520703,190.45228994855137,-0.5561244109664629,-105.91516812097655
msd_hippocampus,hippocampus_anterior,hippocampus_040,429.69120584029594,103.72377214733447,589.391405843175,281.7801365237955,-0.5667546385855279,-159.70020000287906
msd_hippocampus,hippocampus_anterior,hippocampus_178,55.15277777777778,9.58486477770169,70.59735480161012,24.53959572579241,-0.629373709617619,-15.444577023832345
msd_hippocampus,hippocampus_anterior,hippocampus_248,374.16451676231753,110.07736481694604,462.0411160388915,228.0043073331161,-0.3854163981330808,-87.87659927657398
msd_hippocampus,hippocampus_anterior,hippocampus_219,47.68985695708712,8.968484836672499,57.276427176036464,24.82001400660144,-0.3862435303282281,-9.58657021894934
msd_hippocampus,hippocampus_anterior,hippocampus_036,456.1670206419644,104.74647726858232,638.2707205174665,282.48088120599965,-0.6446584931815056,-182.10369987550212
msd_hippocampus,hippocampus_anterior,hippocampus_173,48.49252761533463,9.827910556413196,56.0573690489101,23.28701510091587,-0.32485232976147355,-7.564841433575467
msd_hippocampus,hippocampus_anterior,hippocampus_373,364.86222164790513,81.29158185654073,446.36302172523483,200.57064630632493,-0.4063446031205963,-81.5008000773297
msd_hippocampus,hippocampus_anterior,hippocampus_160,141426.23035727558,35262.08412366724,189619.84171306735,89754.78359934471,-0.5369475522372791,-48193.61135579177
msd_hippocampus,hippocampus_anterior,hippocampus_049,572.2549173766962,127.6119109555658,760.0721251712362,326.5324417565115,-0.5751869744060666,-187.81720779453997
msd_hippocampus,hippocampus_anterior,hippocampus_095,344.1150996331372,89.37509832267823,502.7261344387889,208.1020257943321,-0.7621791928168363,-158.61103480565168
msd_hippocampus,hippocampus_anterior,hippocampus_257,280.5431030864266,64.75131552021627,345.3925092781618,167.97734538683585,-0.38606042771025334,-64.84940619173523
msd_hippocampus,hippocampus_anterior,hippocampus_190,188068.45803068695,41565.245116978534,253684.05608223935,111631.01893470822,-0.5877900128219959,-65615.5980515524
msd_hippocampus,hippocampus_anterior,hippocampus_311,317.6261533889527,83.84825071691444,435.71703508933683,186.11291660210713,-0.6345120114276643,-118.09088170038416
msd_hippocampus,hippocampus_anterior,hippocampus_263,53.25136612021858,11.14936768489854,69.19795121951219,27.393432285638546,-0.5821316712299027,-15.946585099293614
msd_hippocampus,hippocampus_anterior,hippocampus_359,293.75232521516585,77.08060474180806,362.63510701738187,160.3906745678442,-0.4294687428576797,-68.88278180221602
msd_hippocampus,hippocampus_anterior,hippocampus_161,45.267605633802816,8.75969924636279,56.894389745495076,25.793181557459842,-0.4507696592225913,-11.62678411169226
msd_hippocampus,hippocampus_anterior,hippocampus_336,428.40011542603855,103.08023950211873,490.9650532906953,228.41357669497086,-0.2739107652707386,-62.56493786465677
msd_hippocampus,hippocampus_anterior,hippocampus_268,309.2166316723276,83.91286591711295,381.18359025286316,175.95421975052173,-0.40900956097310426,-71.96695858053556
msd_hippocampus,hippocampus_anterior,hippocampus_329,367.9784912775027,111.99757287964007,442.46460225947726,213.14028383507505,-0.3494698857121771,-74.48611098197455
msd_hippocampus,hippocampus_anterior,hippocampus_354,348.0362423733998,86.94621261500731,443.7175412116014,196.7242395843297,-0.48637269384799553,-95.6812988382016
msd_hippocampus,hippocampus_anterior,hippocampus_193,192533.52791913398,41908.754436170304,260734.85125134545,110236.92618339555,-0.6186794724131706,-68201.32333221147
msd_hippocampus,hippocampus_anterior,hippocampus_303,386.12569024755413,94.35441672009351,516.5074531296491,239.52263075448818,-0.5443400564157832,-130.38176288209496
msd_hippocampus,hippocampus_anterior,hippocampus_074,381.65930536559296,87.26707231718554,529.05413936111,191.62899744565104,-0.7691676896037238,-147.394833995517
msd_hippocampus,hippocampus_anterior,hippocampus_300,528.7585419564955,139.26718037663863,671.7974557699775,309.0626565180966,-0.4628152587638533,-143.03891381348205
msd_hippocampus,hippocampus_anterior,hippocampus_149,48.8358024691358,9.509784547181974,65.75354483321432,24.76051274431785,-0.6832549008786571,-16.91774236407852
msd_hippocampus,hippocampus_anterior,hippocampus_123,54.029205607476634,11.895095876494505,66.05240516229956,29.860502015950836,-0.40264557996227984,-12.02319955482293
msd_hippocampus,hippocampus_anterior,hippocampus_294,345.98457718332475,86.27320492245497,454.7605631077452,205.83506452914267,-0.5284618810929457,-108.77598592442047
msd_hippocampus,hippocampus_anterior,hippocampus_224,510.33190991147893,136.7581858371691,643.589911016187,328.7643345801777,-0.4053298569309372,-133.25800110470806
msd_hippocampus,hippocampus_anterior,hippocampus_229,328.7818317387166,69.76150335453228,449.6139439104412,203.90032307469542,-0.5926038260118695,-120.83211217172459
msd_hippocampus,hippocampus_anterior,hippocampus_282,313.7369243591524,77.09680814520294,396.6298427160621,184.02343720393108,-0.45044761235821196,-82.89291835690972
msd_hippocampus,hippocampus_anterior,hippocampus_162,41.52111111111111,8.557167164228078,53.064575645756456,24.482313061967897,-0.4715021833895009,-11.543464534645345
msd_hippocampus,hippocampus_anterior,hippocampus_175,330.71207737029545,82.25786029226042,364.0592703871305,191.4191280800103,-0.17421034761315007,-33.347193016835035
msd_hippocampus,hippocampus_anterior,hippocampus_345,380.46960269011095,104.36082107496728,502.60929159889486,213.93397136634917,-0.5709223624363268,-122.13968890878391
msd_hippocampus,hippocampus_posterior,hippocampus_380,409.8627780187165,120.05208322270029,557.5368827201974,287.7080246742814,-0.513277668759456,-147.67410470148087
msd_hippocampus,hippocampus_posterior,hippocampus_226,417.28200209564363,122.69711421454389,590.6928745352096,292.659311842821,-0.5925349538857834,-173.410872439566
msd_hippocampus,hippocampus_posterior,hippocampus_301,433.7678998440904,112.62876761775762,539.2458847013469,244.2565718868739,-0.4318327388721206,-105.4779848572565
msd_hippocampus,hippocampus_posterior,hippocampus_259,423.32983010216094,118.26814253590878,466.5359652555607,256.62023733305904,-0.1683660471756087,-43.20613515339977
msd_hippocampus,hippocampus_posterior,hippocampus_109,53.04907975460123,11.854642993479038,66.22298440979955,28.34867986151428,-0.46470961804374483,-13.17390465519832
msd_hippocampus,hippocampus_posterior,hippocampus_322,310.55961435656417,102.61523962097245,434.9962184807176,193.32789327523503,-0.6436557155430287,-124.4366041241534
msd_hippocampus,hippocampus_posterior,hippocampus_302,397.67101704285375,119.20923366826285,544.1257473803739,249.4461322792291,-0.5871196655254595,-146.45473033752017
msd_hippocampus,hippocampus_posterior,hippocampus_084,362.7804989294572,118.3306785729466,524.2209662544525,245.90847137490292,-0.656506324348472,-161.44046732499527
msd_hippocampus,hippocampus_posterior,hippocampus_052,399.67692853658014,129.5104558706062,532.1870307266072,279.7199166270454,-0.47372422855745544,-132.51010219002706
msd_hippocampus,hippocampus_posterior,hippocampus_354,333.63307311857255,93.47118757170857,441.97589230607406,214.79076661456074,-0.5044109688267482,-108.3428191875015
msd_hippocampus,hippocampus_posterior,hippocampus_279,318.54690684472524,78.21311804955414,363.02301826484876,188.65951091306744,-0.23574804667478255,-44.476111420123516
msd_hippocampus,hippocampus_posterior,hippocampus_303,388.59060633182526,115.1049119398981,551.6627290815342,246.09958161186375,-0.6626265718089344,-163.0721227497089
msd_hippocampus,hippocampus_posterior,hippocampus_314,240.6008787384768,62.27119955037159,295.98946075620967,149.99436385436826,-0.3692710860938706,-55.38858201773286
msd_hippocampus,hippocampus_posterior,hippocampus_163,50.832988624612206,11.065122995743687,63.30938758211485,28.013683578579357,-0.445368010141826,-12.476398957502646
msd_hippocampus,hippocampus_posterior,hippocampus_017,410.2176396930209,129.51662560873478,503.9073535269654,249.57291406145157,-0.37540016636370804,-93.6897138339445
msd_hippocampus,hippocampus_posterior,hippocampus_248,357.838178087403,116.36811469078053,483.5650730705007,252.28582984435323,-0.4983509956239455,-125.72689498309774
msd_hippocampus,hippocampus_posterior,hippocampus_102,349.5655707763452,110.430980797333,499.34256634503834,235.73847447684784,-0.6353523550439814,-149.7769955686931
msd_hippocampus,hippocampus_posterior,hippocampus_056,517.8115689031679,159.02886051685573,705.8269670514444,332.0651391047213,-0.5662003487899491,-188.01539814827652
msd_hippocampus,hippocampus_posterior,hippocampus_253,548.3329827385979,136.82226025018696,781.0247355838877,315.91791409049296,-0.7365576364310853,-232.69175284528978
msd_hippocampus,hippocampus_posterior,hippocampus_123,58.06657877389585,15.190642514473474,74.42910814920833,32.95656151079668,-0.4964877441314477,-16.362529375312484
msd_hippocampus,hippocampus_posterior,hippocampus_370,375.5580711724823,118.69512059572251,539.0121533963012,246.8363756238259,-0.662196084951125,-163.4540822238189
msd_hippocampus,hippocampus_posterior,hippocampus_232,337.13436365657776,95.82720521983983,478.6805687172438,232.03343367718338,-0.610025039096595,-141.546205060666
msd_hippocampus,hippocampus_posterior,hippocampus_305,404.9007766889489,117.21452332987019,519.6738505661565,229.29446751383017,-0.5005488122810294,-114.7730738772076
msd_hippocampus,hippocampus_posterior,hippocampus_039,487.89331351386176,150.8308930698774,654.4117894134665,286.505632089603,-0.5812048932647934,-166.51847589960477
msd_hippocampus,hippocampus_posterior,hippocampus_386,421.7761930369491,129.82447921700233,592.6405489128698,293.0210690836936,-0.5831128656622471,-170.8643558759207
msd_hippocampus,hippocampus_posterior,hippocampus_152,45.8328884143086,12.54435151683571,70.01084875558392,30.816037267715487,-0.7845901582555287,-24.177960341275323
msd_hippocampus,hippocampus_posterior,hippocampus_308,47.3134510042605,11.607906846584402,66.48549946294307,28.959743177893614,-0.6620240959627511,-19.172048458682568
msd_hippocampus,hippocampus_posterior,hippocampus_327,171299.87171079143,41274.648278229215,213453.11421335785,103433.87277527609,-0.40753808564958643,-42153.24250256643
msd_hippocampus,hippocampus_posterior,hippocampus_207,198187.26040668425,53662.61158080237,265374.6095820884,115446.19926144797,-0.5819797412530211,-67187.34917540418
msd_hippocampus,hippocampus_posterior,hippocampus_225,448.0521082695255,127.47306151594834,570.7919141799512,299.97307730557856,-0.40916940481369557,-122.73980591042567
